"Project ID","ARB ID","Project Developer","Project Name","Project VVB","Project Type","Voluntary Status","ARB Status","Project Site Location","Project Site State","Project Site Country","Sustainable Development Goal(s)","Project Notes","Total Number of Credits Registered ","Documents","Project Website",
"ACR146","NA","IdleAir","Truck Stop Electrification, Nebraska","Ruby Canyon Environment","Transport / Fleet Efficiency","Registered","Not ARB Eligible","Nebraska","NEBRASKA","US","","","3124","View","",
"ACR147","NA","IdleAir","Truck Stop Electrification, New Jersey","Ruby Canyon Environment","Transport / Fleet Efficiency","Registered","Not ARB Eligible","New Jersey","NEW JERSEY","US","","","7207","View","",
"ACR148","NA","IdleAir","Truck Stop Electrification, New Mexico","Ruby Canyon Environment","Transport / Fleet Efficiency","Registered","Not ARB Eligible","New Mexico","NEW MEXICO","US","","","9483","View","",
"ACR264","NA","IdleAir","Truck Stop Electrification, New York","Ruby Canyon Environment","Transport / Fleet Efficiency","Registered","Not ARB Eligible","Maybrook, NY","NEW YORK","US","Good Health and Well-Being;Industry, Innovation and Infrastructure;Sustainable Cities and Communities;Climate Action","","240","View","www.idleair.com",
"ACR149","NA","IdleAir","Truck Stop Electrification, North Carolina","Ruby Canyon Environment","Transport / Fleet Efficiency","Registered","Not ARB Eligible","North Carolina","NORTH CAROLINA","US","","","8488","View","",
"ACR150","NA","IdleAir","Truck Stop Electrification, North Dakota","Ruby Canyon Environment","Transport / Fleet Efficiency","Registered","Not ARB Eligible","North Dakota","NORTH DAKOTA","US","","","1351","View","",
"ACR151","NA","IdleAir","Truck Stop Electrification, Ohio","Ruby Canyon Environment","Transport / Fleet Efficiency","Registered","Not ARB Eligible","Ohio","OHIO","US","","","28663","View","",
"ACR152","NA","IdleAir","Truck Stop Electrification, Oklahoma","Ruby Canyon Environment","Transport / Fleet Efficiency","Registered","Not ARB Eligible","Oklahoma","OKLAHOMA","US","","","8165","View","",
"ACR153","NA","IdleAir","Truck Stop Electrification, Oregon","Ruby Canyon Environment","Transport / Fleet Efficiency","Registered","Not ARB Eligible","Oregon","OREGON","US","","","5583","View","",
"ACR154","NA","IdleAir","Truck Stop Electrification, Pennsylvania","Ruby Canyon Environment","Transport / Fleet Efficiency","Registered","Not ARB Eligible","Pennsylvania","PENNSYLVANIA","US","","","24818","View","",
"ACR155","NA","IdleAir","Truck Stop Electrification, South Carolina","Ruby Canyon Environment","Transport / Fleet Efficiency","Registered","Not ARB Eligible","South Carolina","SOUTH CAROLINA","US","","","5329","View","",
"ACR156","NA","IdleAir","Truck Stop Electrification, Tennessee","Ruby Canyon Environment","Transport / Fleet Efficiency","Registered","Not ARB Eligible","Tennessee","TENNESSEE","US","","","19418","View","",
"ACR157","NA","IdleAir","Truck Stop Electrification, Texas","Ruby Canyon Environment","Transport / Fleet Efficiency","Registered","Not ARB Eligible","Texas","TEXAS","US","","","85912","View","",
"ACR158","NA","IdleAir","Truck Stop Electrification, Utah","Ruby Canyon Environment","Transport / Fleet Efficiency","Registered","Not ARB Eligible","Utah","UTAH","US","","","3499","View","",
"ACR263","NA","IdleAir","Truck Stop Electrification, Washington","Ruby Canyon Environment","Transport / Fleet Efficiency","Registered","Not ARB Eligible","Spokane, WA","WASHINGTON","US","Good Health and Well-Being;Industry, Innovation and Infrastructure;Sustainable Cities and Communities;Climate Action","","1657","View","www.idleair.com",
"ACR159","NA","IdleAir","Truck Stop Electrification, West Virginia","Ruby Canyon Environment","Transport / Fleet Efficiency","Registered","Not ARB Eligible","West Virginia","WEST VIRGINIA","US","","","2551","View","",
"ACR606","NA","True Manufacturing Co., Inc.","True Manufacturing FBA Project 002","First Environment, Inc.","Industrial Process Emissions","Registered","Not ARB Eligible","Missouri","MISSOURI","US","Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action","","49520","View","",
"ACR652","NA","True Manufacturing Co., Inc.","True Manufacturing FBA Project 002A","First Environment, Inc.","Industrial Process Emissions","Listed","Not ARB Eligible","Missouri","MISSOURI","US","Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action","","","View","",
"ACR160","NA","Blue Source","Tyson Wastewater Treatment","Det Norske Veritas (U.S.A.), Inc.","Wastewater Treatment","Completed","Not ARB Eligible","Amarillo, TX; Joslin, IL; Lexington, NE; Storm Lake, IA","TEXAS","US","Industry, Innovation and Infrastructure;Sustainable Cities and Communities;Climate Action","","100000","View","",
"ACR212","NA","245","UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project","S&A Carbon, LLC","Forest Carbon","Registered","Not ARB Eligible","70mile radius of Grand Rapids","MINNESOTA","US","Clean Water and Sanitation;Climate Action;Life on Land","","1710013","View","",
"ACR161","NA","Biogas Energy Solutions","Upper Rock LFG to Energy","ERT","Landfill Gas Capture & Combustion","Completed","Not ARB Eligible","East Moline","ILLINOIS","US","","","184632","View","",
"ACR537","CAMM5537","Keyrock Environment LLC","Wabash Abandoned Mine Methane Recovery Project","Dillon Consulting Limited","Coal Mine Methane","N/A","Listed - Active ARB Project","Mt. Carmel","ILLINOIS","US","Industry, Innovation and Infrastructure;Climate Action","","48826","View","",
"ACR198","CAOD5031","Wabashco, LLC","Wabashco Clean Sweep 2","Ruby Canyon Environment","Ozone Depleting Substances","N/A","ARB Completed","Bowling Green","OHIO","US","Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action","","88044","View","",
"ACR221","CAOD5070","Wabashco, LLC","Wabashco Clean Sweep 3","Ruby Canyon Environment","Ozone Depleting Substances","N/A","ARB Completed","Bowling Green","OHIO","US","Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action","","112378","View","",
"ACR225","CAOD5099","Wabashco, LLC","Wabashco Clean Sweep 4","Ruby Canyon Environment","Ozone Depleting Substances","N/A","ARB Completed","Bowling Green","OHIO","US","Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action","","110003","View","",
"ACR244","CAOD5177","Wabashco, LLC","Wabashco Clean Sweep 5","Ruby Canyon Environment","Ozone Depleting Substances","N/A","ARB Completed","Bowling Green","OHIO","US","Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action","","57589","View","",
"ACR254","CAOD5191","Wabashco, LLC","Wabashco Clean Sweep 6","Ruby Canyon Environment","Ozone Depleting Substances","N/A","ARB Completed","Bowling Green","OHIO","US","Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action","","39036","View","",
"ACR275","CAOD5215","Wabashco, LLC","Wabashco Clean Sweep 7","Ruby Canyon Environment","Ozone Depleting Substances","N/A","ARB Completed","Bowling Green","OHIO","US","Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action","","116836","View","",
"ACR314","CAOD5264","Wabashco, LLC","Wabashco Clean Sweep 8","Ruby Canyon Environment","Ozone Depleting Substances","N/A","ARB Completed","Bowling Green","OHIO","US","Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action","","111977","View","",
"ACR343","CAOD5343","Wabashco, LLC","Wabashco Clean Sweep 9","","Ozone Depleting Substances","N/A","ARB Completed","Bowling Green","OHIO","US","Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action","","93298","View","",
"ACR179","CAOD5007","Wabashco, LLC","Wabashco Clean Sweep I","Ruby Canyon Environment","Ozone Depleting Substances","N/A","ARB Completed","Bowling Green","OHIO","US","Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action","","50600","View","",
"ACR422","NA","356","Wabassus DLLT IFM","Aster Global Environmental Solutions, Inc.","Forest Carbon","Registered","Not ARB Eligible","Washington County","MAINE","US","Clean Water and Sanitation;Climate Action;Life on Land","","11139","View","",
"ACR260","CAFR5214","Era Ecosystem Services","Warm Springs Phase I","S&A Carbon, LLC","Forest Carbon","N/A","Listed - Active ARB Project","Warm Springs OR","OREGON","US","Clean Water and Sanitation;Climate Action;Life on Land","","3210763","View","",
"ACR362","NA","328","Whirlpool HFO Amana 362","SCS Global Services (Scientific Certification Systems)","Industrial Process Emissions","Registered","Not ARB Eligible","Amana","IOWA","US","Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action","","106024","View","",
"ACR440","NA","328","Whirlpool HFO Amana 440","GHD Services, Inc.","Industrial Process Emissions","Registered","Not ARB Eligible","Amana","IOWA","US","Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action","","127682","View","",
"ACR485","NA","328","Whirlpool HFO Amana 485","GHD Services, Inc.","Industrial Process Emissions","Registered","Not ARB Eligible","Amana","IOWA","US","Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action","","125302","View","",
"ACR486","NA","328","Whirlpool HFO Amana 486","GHD Services, Inc.","Industrial Process Emissions","Registered","Not ARB Eligible","Amana","IOWA","US","Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action","","119102","View","",
"ACR487","NA","328","Whirlpool HFO Amana 487","GHD Services, Inc.","Industrial Process Emissions","Registered","Not ARB Eligible","Amana","IOWA","US","Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action","","66579","View","",
"ACR302","NA","White Mountain Apache Tribe","White Mountain Apache Tribe Carbon Project (original II)","","Forest Carbon","N/A","Listed - Proposed Project","Fort Apache Indian Reservation","ARIZONA","US","Clean Water and Sanitation;Climate Action;Life on Land","","","View","",
"ACR303","CAFR5253","White Mountain Apache Tribe","White Mountain Apache Tribe Carbon Project II","S&A Carbon, LLC","Forest Carbon","N/A","Listed - Active ARB Project","Fort Apache Indian Reservation","ARIZONA","US","Clean Water and Sanitation;Climate Action;Life on Land","","6522969","View","",
"ACR304","NA","White Mountain Apache Tribe","White Mountain Apache Tribe Carbon Project IV","","Forest Carbon","N/A","Listed - Proposed Project","White River","ARIZONA","US","Clean Water and Sanitation;Climate Action;Life on Land","","","View","",
"ACR305","NA","White Mountain Apache Tribe","White Mountain Apache Tribe Carbon Project V","","Forest Carbon","N/A","Listed - Proposed Project","White River","ARIZONA","US","Clean Water and Sanitation;Climate Action;Life on Land","","","View","",
"ACR211","NA","White Mountain Apache Tribe","White Mountain Apache Tribe Forest Carbon Project","S&A Carbon, LLC","Forest Carbon","N/A","Listed - Active ARB Project","White River","ARIZONA","US","Clean Water and Sanitation;Climate Action;Life on Land","","4912398","View","",
"ACR647","NA","The Nature Conservancy","Wilderness Lakes Reserve (Scooby)","","Forest Carbon","Listed","Not ARB Eligible","Baraga County","MICHIGAN","US","Clean Water and Sanitation;Climate Action;Life on Land","","","View","",
"ACR238","CALS5138","Camco Offsets I, LLC","Willet Dairy","Agri-Waste Technology, Inc.","Livestock Waste Management","N/A","Listed - Active ARB Project","King Ferry","NEW YORK","US","Zero Hunger;Industry, Innovation and Infrastructure;Climate Action","","78341","View","",
"ACR644","CAMM5644","Keyrock Environment LLC","Willow Lake Abandoned Mine Methane Recovery Project","","Coal Mine Methane","N/A","Listed - Proposed Project","Eldorado","ILLINOIS","US","Industry, Innovation and Infrastructure;Climate Action","","","View","",
"ACR389","NA","Port Blakely","Winston Creek Forest Carbon Project","SCS Global Services (Scientific Certification Systems)","Forest Carbon","Registered","Not ARB Eligible","Morton, Washington","WASHINGTON","US","Clean Water and Sanitation;Climate Action;Life on Land","","866900","View","",
"ACR418","CAMM5418","Environmental Commodities Corporation","WMMC1","Ruby Canyon Environment","Coal Mine Methane","N/A","Listed - Active ARB Project","West Liberty","WEST VIRGINIA","US","Industry, Innovation and Infrastructure;Climate Action","","37904","View","none",
"ACR545","CAMM5545","Environmental Commodities Corporation","WMMC2","Ruby Canyon Environment","Coal Mine Methane","N/A","Listed - Proposed Project","Somerset","COLORADO","US","Industry, Innovation and Infrastructure;Climate Action","","","View","none",
"ACR467","CALS5030","Camco Offsets I, LLC","WTE Digester","SES, Inc.","Livestock Waste Management","N/A","Listed - Active ARB Project","Sturgeon Bay","WISCONSIN","US","Zero Hunger;Industry, Innovation and Infrastructure;Climate Action","","37316","View","",
